root,"root node",,0
552,"arginine vasopressin receptor 1A",v38_40,1
554,"arginine vasopressin receptor 2",v17_40,1
558,"AXL receptor tyrosine kinase",v10_40,1
558,"AXL receptor tyrosine kinase",v11_40,1
558,"AXL receptor tyrosine kinase",v30_40,1
563,"alpha-2-glycoprotein 1, zinc-binding",v19_40,1
563,"alpha-2-glycoprotein 1, zinc-binding",v22_40,1
563,"alpha-2-glycoprotein 1, zinc-binding",v31_40,1
563,"alpha-2-glycoprotein 1, zinc-binding",v34_40,1
563,"alpha-2-glycoprotein 1, zinc-binding",v38_40,1
563,"alpha-2-glycoprotein 1, zinc-binding",v39_40,1
563,"alpha-2-glycoprotein 1, zinc-binding",v40_40,1
566,"azurocidin 1",v16_40,1
566,"azurocidin 1",v30_40,1
570,"bile acid-CoA:amino acid N-acyltransferase",v31_40,1
571,"BTB domain and CNC homolog 1",v24_40,1
573,"BAG cochaperone 1",v24_40,1
576,"adhesion G protein-coupled receptor B2",v01_40,1
576,"adhesion G protein-coupled receptor B2",v02_40,1
576,"adhesion G protein-coupled receptor B2",v03_40,1
576,"adhesion G protein-coupled receptor B2",v04_40,1
576,"adhesion G protein-coupled receptor B2",v07_40,1
576,"adhesion G protein-coupled receptor B2",v15_40,1
577,"adhesion G protein-coupled receptor B3",v01_40,1
577,"adhesion G protein-coupled receptor B3",v02_40,1
577,"adhesion G protein-coupled receptor B3",v03_40,1
577,"adhesion G protein-coupled receptor B3",v04_40,1
577,"adhesion G protein-coupled receptor B3",v06_40,1
577,"adhesion G protein-coupled receptor B3",v07_40,1
577,"adhesion G protein-coupled receptor B3",v35_40,1
579,"NK3 homeobox 2",v28_40,1
579,"NK3 homeobox 2",v29_40,1
579,"NK3 homeobox 2",v30_40,1
581,"BCL2 associated X, apoptosis regulator",v15_40,1
585,"Bardet-Biedl syndrome 4",v22_40,1
585,"Bardet-Biedl syndrome 4",v24_40,1
585,"Bardet-Biedl syndrome 4",v35_40,1
585,"Bardet-Biedl syndrome 4",v36_40,1
586,"branched chain amino acid transaminase 1",v03_40,1
586,"branched chain amino acid transaminase 1",v15_40,1
586,"branched chain amino acid transaminase 1",v24_40,1
586,"branched chain amino acid transaminase 1",v29_40,1
586,"branched chain amino acid transaminase 1",v35_40,1
586,"branched chain amino acid transaminase 1",v38_40,1
590,"butyrylcholinesterase",v31_40,1
594,"branched chain keto acid dehydrogenase E1 subunit beta",v07_40,1
594,"branched chain keto acid dehydrogenase E1 subunit beta",v31_40,1
594,"branched chain keto acid dehydrogenase E1 subunit beta",v40_40,1
597,"BCL2 related protein A1",v12_40,1
597,"BCL2 related protein A1",v14_40,1
597,"BCL2 related protein A1",v16_40,1
597,"BCL2 related protein A1",v32_40,1
598,"BCL2 like 1",v15_40,1
598,"BCL2 like 1",v16_40,1
605,"BAF chromatin remodeling complex subunit BCL7A",v02_40,1
605,"BAF chromatin remodeling complex subunit BCL7A",v15_40,1
608,"TNF receptor superfamily member 17",v12_40,1
608,"TNF receptor superfamily member 17",v14_40,1
608,"TNF receptor superfamily member 17",v15_40,1
608,"TNF receptor superfamily member 17",v16_40,1
608,"TNF receptor superfamily member 17",v28_40,1
608,"TNF receptor superfamily member 17",v29_40,1
608,"TNF receptor superfamily member 17",v30_40,1
608,"TNF receptor superfamily member 17",v40_40,1
610,"hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2",v01_40,1
610,"hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2",v02_40,1
610,"hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2",v03_40,1
610,"hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2",v04_40,1
610,"hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2",v07_40,1
611,"opsin 1, short wave sensitive",v11_40,1
622,"3-hydroxybutyrate dehydrogenase 1",v31_40,1
627,"brain derived neurotrophic factor",v02_40,1
627,"brain derived neurotrophic factor",v11_40,1
629,"complement factor B",v31_40,1
631,"beaded filament structural protein 1",v24_40,1
632,"bone gamma-carboxyglutamate protein",v16_40,1
633,"biglycan",v10_40,1
634,"CEA cell adhesion molecule 1",v16_40,1
634,"CEA cell adhesion molecule 1",v27_40,1
634,"CEA cell adhesion molecule 1",v30_40,1
634,"CEA cell adhesion molecule 1",v40_40,1
635,"betaine--homocysteine S-methyltransferase",v31_40,1
635,"betaine--homocysteine S-methyltransferase",v34_40,1
638,"BCL2 interacting killer",v22_40,1
638,"BCL2 interacting killer",v30_40,1
639,"PR/SET domain 1",v27_40,1
640,"BLK proto-oncogene, Src family tyrosine kinase",v12_40,1
640,"BLK proto-oncogene, Src family tyrosine kinase",v14_40,1
640,"BLK proto-oncogene, Src family tyrosine kinase",v15_40,1
641,"BLM RecQ like helicase",v16_40,1
641,"BLM RecQ like helicase",v40_40,1
642,"bleomycin hydrolase",v19_40,1
643,"C-X-C motif chemokine receptor 5",v12_40,1
643,"C-X-C motif chemokine receptor 5",v14_40,1
644,"biliverdin reductase A",v27_40,1
645,"biliverdin reductase B",v16_40,1
646,"basonuclin 1",v17_40,1
646,"basonuclin 1",v19_40,1
646,"basonuclin 1",v24_40,1
646,"basonuclin 1",v27_40,1
649,"bone morphogenetic protein 1",v21_40,1
651,"bone morphogenetic protein 3",v30_40,1
651,"bone morphogenetic protein 3",v38_40,1
653,"bone morphogenetic protein 5",v21_40,1
653,"bone morphogenetic protein 5",v32_40,1
654,"bone morphogenetic protein 6",v11_40,1
654,"bone morphogenetic protein 6",v21_40,1
654,"bone morphogenetic protein 6",v34_40,1
655,"bone morphogenetic protein 7",v04_40,1
655,"bone morphogenetic protein 7",v07_40,1
655,"bone morphogenetic protein 7",v27_40,1
655,"bone morphogenetic protein 7",v36_40,1
656,"bone morphogenetic protein 8b",v24_40,1
659,"bone morphogenetic protein receptor type 2",v32_40,1
659,"bone morphogenetic protein receptor type 2",v37_40,1
660,"BMX non-receptor tyrosine kinase",v11_40,1
660,"BMX non-receptor tyrosine kinase",v16_40,1
660,"BMX non-receptor tyrosine kinase",v17_40,1
661,"RNA polymerase III subunit D",v21_40,1
661,"RNA polymerase III subunit D",v24_40,1
661,"RNA polymerase III subunit D",v26_40,1
662,"BCL2 interacting protein 1",v24_40,1
662,"BCL2 interacting protein 1",v26_40,1
662,"BCL2 interacting protein 1",v38_40,1
664,"BCL2 interacting protein 3",v38_40,1
665,"BCL2 interacting protein 3 like",v16_40,1
667,"dystonin",v03_40,1
667,"dystonin",v04_40,1
667,"dystonin",v15_40,1
667,"dystonin",v19_40,1
667,"dystonin",v22_40,1
667,"dystonin",v27_40,1
667,"dystonin",v39_40,1
667,"dystonin",v40_40,1
668,"forkhead box L2",v20_40,1
668,"forkhead box L2",v23_40,1
668,"forkhead box L2",v35_40,1
669,"bisphosphoglycerate mutase",v16_40,1
669,"bisphosphoglycerate mutase",v21_40,1
670,"biphenyl hydrolase like",v31_40,1
670,"biphenyl hydrolase like",v34_40,1
671,"bactericidal permeability increasing protein",v16_40,1
671,"bactericidal permeability increasing protein",v24_40,1
672,"BRCA1 DNA repair associated",v15_40,1
672,"BRCA1 DNA repair associated",v16_40,1
672,"BRCA1 DNA repair associated",v24_40,1
672,"BRCA1 DNA repair associated",v26_40,1
672,"BRCA1 DNA repair associated",v38_40,1
673,"B-Raf proto-oncogene, serine/threonine kinase",v24_40,1
675,"BRCA2 DNA repair associated",v15_40,1
675,"BRCA2 DNA repair associated",v16_40,1
675,"BRCA2 DNA repair associated",v24_40,1
676,"bromodomain testis associated",v24_40,1
680,"bombesin receptor subtype 3",v38_40,1
682,"basigin (Ok blood group)",v16_40,1
682,"basigin (Ok blood group)",v24_40,1
683,"bone marrow stromal cell antigen 1",v16_40,1
685,"betacellulin",v10_40,1
685,"betacellulin",v19_40,1
686,"biotinidase",v24_40,1
686,"biotinidase",v31_40,1
686,"biotinidase",v38_40,1
687,"Kruppel like factor 9",v38_40,1
688,"Kruppel like factor 5",v27_40,1
695,"Bruton tyrosine kinase",v12_40,1
695,"Bruton tyrosine kinase",v14_40,1
695,"Bruton tyrosine kinase",v16_40,1
695,"Bruton tyrosine kinase",v32_40,1
699,"BUB1 mitotic checkpoint serine/threonine kinase",v15_40,1
699,"BUB1 mitotic checkpoint serine/threonine kinase",v16_40,1
699,"BUB1 mitotic checkpoint serine/threonine kinase",v24_40,1
701,"BUB1 mitotic checkpoint serine/threonine kinase B",v15_40,1
701,"BUB1 mitotic checkpoint serine/threonine kinase B",v16_40,1
701,"BUB1 mitotic checkpoint serine/threonine kinase B",v24_40,1
712,"complement C1q A chain",v32_40,1
713,"complement C1q B chain",v32_40,1
717,"complement C2",v31_40,1
719,"complement C3a receptor 1",v16_40,1
720,"complement C4A (Rodgers blood group)",v31_40,1
721,"complement C4B (Chido blood group)",v31_40,1
722,"complement component 4 binding protein alpha",v31_40,1
722,"complement component 4 binding protein alpha",v32_40,1
725,"complement component 4 binding protein beta",v23_40,1
725,"complement component 4 binding protein beta",v31_40,1
725,"complement component 4 binding protein beta",v38_40,1
726,"calpain 5",v27_40,1
726,"calpain 5",v30_40,1
727,"complement C5",v31_40,1
727,"complement C5",v38_40,1
728,"complement C5a receptor 1",v14_40,1
728,"complement C5a receptor 1",v16_40,1
728,"complement C5a receptor 1",v32_40,1
728,"complement C5a receptor 1",v35_40,1
729,"complement C6",v17_40,1
729,"complement C6",v23_40,1
729,"complement C6",v25_40,1
729,"complement C6",v31_40,1
729,"complement C6",v38_40,1
731,"complement C8 alpha chain",v31_40,1
732,"complement C8 beta chain",v31_40,1
733,"complement C8 gamma chain",v31_40,1
734,"oxidative stress induced growth inhibitor family member 2",v07_40,1
735,"complement C9",v31_40,1
740,"mitochondrial ribosomal protein L49",v37_40,1
741,"zinc finger HIT-type containing 2",v24_40,1
741,"zinc finger HIT-type containing 2",v35_40,1
744,"metallophosphoesterase domain containing 2",v22_40,1
744,"metallophosphoesterase domain containing 2",v36_40,1
745,"myelin regulatory factor",v01_40,1
745,"myelin regulatory factor",v03_40,1
745,"myelin regulatory factor",v04_40,1
745,"myelin regulatory factor",v07_40,1
745,"myelin regulatory factor",v28_40,1
745,"myelin regulatory factor",v38_40,1
746,"transmembrane protein 258",v40_40,1
747,"diacylglycerol lipase alpha",v38_40,1
753,"low density lipoprotein receptor class A domain containing 4",v03_40,1
753,"low density lipoprotein receptor class A domain containing 4",v04_40,1
753,"low density lipoprotein receptor class A domain containing 4",v07_40,1
753,"low density lipoprotein receptor class A domain containing 4",v15_40,1
757,"transmembrane protein 50B",v36_40,1
758,"metallophosphoesterase domain containing 1",v31_40,1
759,"carbonic anhydrase 1",v16_40,1
759,"carbonic anhydrase 1",v21_40,1
759,"carbonic anhydrase 1",v30_40,1
761,"carbonic anhydrase 3",v26_40,1
761,"carbonic anhydrase 3",v27_40,1
762,"carbonic anhydrase 4",v32_40,1
763,"carbonic anhydrase 5A",v31_40,1
765,"carbonic anhydrase 6",v19_40,1
765,"carbonic anhydrase 6",v36_40,1
765,"carbonic anhydrase 6",v40_40,1
766,"carbonic anhydrase 7",v30_40,1
767,"carbonic anhydrase 8",v02_40,1
768,"carbonic anhydrase 9",v24_40,1
768,"carbonic anhydrase 9",v28_40,1
768,"carbonic anhydrase 9",v29_40,1
768,"carbonic anhydrase 9",v38_40,1
770,"carbonic anhydrase 11",v01_40,1
770,"carbonic anhydrase 11",v02_40,1
770,"carbonic anhydrase 11",v03_40,1
770,"carbonic anhydrase 11",v04_40,1
771,"carbonic anhydrase 12",v19_40,1
771,"carbonic anhydrase 12",v20_40,1
771,"carbonic anhydrase 12",v27_40,1
771,"carbonic anhydrase 12",v30_40,1
771,"carbonic anhydrase 12",v34_40,1
771,"carbonic anhydrase 12",v38_40,1
771,"carbonic anhydrase 12",v39_40,1
773,"calcium voltage-gated channel subunit alpha1 A",v01_40,1
773,"calcium voltage-gated channel subunit alpha1 A",v02_40,1
773,"calcium voltage-gated channel subunit alpha1 A",v03_40,1
775,"calcium voltage-gated channel subunit alpha1 C",v10_40,1
775,"calcium voltage-gated channel subunit alpha1 C",v20_40,1
775,"calcium voltage-gated channel subunit alpha1 C",v25_40,1
776,"calcium voltage-gated channel subunit alpha1 D",v32_40,1
776,"calcium voltage-gated channel subunit alpha1 D",v35_40,1
776,"calcium voltage-gated channel subunit alpha1 D",v37_40,1
777,"calcium voltage-gated channel subunit alpha1 E",v38_40,1
778,"calcium voltage-gated channel subunit alpha1 F",v38_40,1
779,"calcium voltage-gated channel subunit alpha1 S",v26_40,1
779,"calcium voltage-gated channel subunit alpha1 S",v27_40,1
779,"calcium voltage-gated channel subunit alpha1 S",v29_40,1
779,"calcium voltage-gated channel subunit alpha1 S",v38_40,1
781,"calcium voltage-gated channel auxiliary subunit alpha2delta 1",v26_40,1
782,"calcium voltage-gated channel auxiliary subunit beta 1",v26_40,1
782,"calcium voltage-gated channel auxiliary subunit beta 1",v27_40,1
783,"calcium voltage-gated channel auxiliary subunit beta 2",v02_40,1
785,"calcium voltage-gated channel auxiliary subunit beta 4",v01_40,1
785,"calcium voltage-gated channel auxiliary subunit beta 4",v02_40,1
785,"calcium voltage-gated channel auxiliary subunit beta 4",v03_40,1
786,"calcium voltage-gated channel auxiliary subunit gamma 1",v26_40,1
786,"calcium voltage-gated channel auxiliary subunit gamma 1",v38_40,1
788,"solute carrier family 25 member 20",v31_40,1
793,"calbindin 1",v01_40,1
793,"calbindin 1",v02_40,1
793,"calbindin 1",v03_40,1
793,"calbindin 1",v07_40,1
793,"calbindin 1",v34_40,1
794,"calbindin 2",v02_40,1
794,"calbindin 2",v03_40,1
794,"calbindin 2",v17_40,1
795,"S100 calcium binding protein G",v29_40,1
796,"calcitonin related polypeptide alpha",v06_40,1
796,"calcitonin related polypeptide alpha",v07_40,1
796,"calcitonin related polypeptide alpha",v34_40,1
796,"calcitonin related polypeptide alpha",v36_40,1
797,"calcitonin related polypeptide beta",v06_40,1
797,"calcitonin related polypeptide beta",v07_40,1
799,"calcitonin receptor",v21_40,1
799,"calcitonin receptor",v26_40,1
801,"calmodulin 1",v01_40,1
801,"calmodulin 1",v02_40,1
801,"calmodulin 1",v03_40,1
801,"calmodulin 1",v04_40,1
801,"calmodulin 1",v07_40,1
808,"calmodulin 3",v01_40,1
808,"calmodulin 3",v02_40,1
808,"calmodulin 3",v03_40,1
808,"calmodulin 3",v06_40,1
808,"calmodulin 3",v24_40,1
810,"calmodulin like 3",v12_40,1
810,"calmodulin like 3",v15_40,1
810,"calmodulin like 3",v19_40,1
810,"calmodulin like 3",v27_40,1
810,"calmodulin like 3",v39_40,1
810,"calmodulin like 3",v40_40,1
811,"calreticulin",v35_40,1
811,"calreticulin",v36_40,1
813,"calumenin",v21_40,1
814,"calcium/calmodulin dependent protein kinase IV",v02_40,1
814,"calcium/calmodulin dependent protein kinase IV",v15_40,1
814,"calcium/calmodulin dependent protein kinase IV",v24_40,1
815,"calcium/calmodulin dependent protein kinase II alpha",v01_40,1
816,"calcium/calmodulin dependent protein kinase II beta",v01_40,1
816,"calcium/calmodulin dependent protein kinase II beta",v02_40,1
816,"calcium/calmodulin dependent protein kinase II beta",v38_40,1
820,"cathelicidin antimicrobial peptide",v16_40,1
820,"cathelicidin antimicrobial peptide",v30_40,1
821,"calnexin",v36_40,1
821,"calnexin",v40_40,1
823,"calpain 1",v27_40,1
825,"calpain 3",v01_40,1
825,"calpain 3",v03_40,1
825,"calpain 3",v04_40,1
825,"calpain 3",v07_40,1
825,"calpain 3",v26_40,1
827,"calpain 6",v21_40,1
830,"capping actin protein of muscle Z-line subunit alpha 2",v26_40,1
831,"calpastatin",v21_40,1
831,"calpastatin",v25_40,1
831,"calpastatin",v26_40,1
831,"calpastatin",v27_40,1
832,"capping actin protein of muscle Z-line subunit beta",v24_40,1
833,"cysteinyl-tRNA synthetase 1",v36_40,1
834,"caspase 1",v14_40,1
835,"caspase 2",v12_40,1
835,"caspase 2",v15_40,1
835,"caspase 2",v16_40,1
835,"caspase 2",v21_40,1
835,"caspase 2",v38_40,1
836,"caspase 3",v15_40,1
838,"caspase 5",v30_40,1
841,"caspase 8",v15_40,1
842,"caspase 9",v37_40,1
844,"calsequestrin 1",v26_40,1
844,"calsequestrin 1",v27_40,1
844,"calsequestrin 1",v29_40,1
845,"calsequestrin 2",v10_40,1
845,"calsequestrin 2",v11_40,1
845,"calsequestrin 2",v25_40,1
845,"calsequestrin 2",v26_40,1
846,"calcium sensing receptor",v34_40,1
846,"calcium sensing receptor",v38_40,1
859,"caveolin 3",v26_40,1
861,"RUNX family transcription factor 1",v15_40,1
861,"RUNX family transcription factor 1",v16_40,1
861,"RUNX family transcription factor 1",v26_40,1
861,"RUNX family transcription factor 1",v32_40,1
861,"RUNX family transcription factor 1",v38_40,1
861,"RUNX family transcription factor 1",v39_40,1
862,"RUNX1 partner transcriptional co-repressor 1",v02_40,1
862,"RUNX1 partner transcriptional co-repressor 1",v20_40,1
863,"CBFA2/RUNX1 partner transcriptional co-repressor 3",v14_40,1
863,"CBFA2/RUNX1 partner transcriptional co-repressor 3",v15_40,1
864,"RUNX family transcription factor 3",v12_40,1
864,"RUNX family transcription factor 3",v14_40,1
865,"core-binding factor subunit beta",v15_40,1
866,"serpin family A member 6",v23_40,1
866,"serpin family A member 6",v31_40,1
866,"serpin family A member 6",v34_40,1
866,"serpin family A member 6",v38_40,1
867,"Cbl proto-oncogene",v15_40,1
867,"Cbl proto-oncogene",v16_40,1
867,"Cbl proto-oncogene",v24_40,1
869,"cerebellin 1 precursor",v02_40,1
869,"cerebellin 1 precursor",v03_40,1
869,"cerebellin 1 precursor",v24_40,1
874,"carbonyl reductase 3",v27_40,1
875,"cystathionine beta-synthase",v31_40,1
875,"cystathionine beta-synthase",v38_40,1
881,"calicin",v24_40,1
881,"calicin",v38_40,1
885,"cholecystokinin",v01_40,1
885,"cholecystokinin",v03_40,1
885,"cholecystokinin",v21_40,1
885,"cholecystokinin",v22_40,1
885,"cholecystokinin",v35_40,1
887,"cholecystokinin B receptor",v01_40,1
887,"cholecystokinin B receptor",v02_40,1
887,"cholecystokinin B receptor",v28_40,1
887,"cholecystokinin B receptor",v38_40,1
890,"cyclin A2",v15_40,1
890,"cyclin A2",v16_40,1
890,"cyclin A2",v24_40,1
890,"cyclin A2",v30_40,1
891,"cyclin B1",v15_40,1
891,"cyclin B1",v16_40,1
891,"cyclin B1",v24_40,1
896,"cyclin D3",v15_40,1
898,"cyclin E1",v16_40,1
898,"cyclin E1",v21_40,1
898,"cyclin E1",v24_40,1
899,"cyclin F",v15_40,1
899,"cyclin F",v16_40,1
901,"cyclin G2",v02_40,1
901,"cyclin G2",v15_40,1
901,"cyclin G2",v22_40,1
901,"cyclin G2",v27_40,1
902,"cyclin H",v24_40,1
904,"cyclin T1",v24_40,1
904,"cyclin T1",v37_40,1
905,"cyclin T2",v15_40,1
905,"cyclin T2",v22_40,1
909,"CD1a molecule",v15_40,1
910,"CD1b molecule",v15_40,1
911,"CD1c molecule",v12_40,1
911,"CD1c molecule",v14_40,1
911,"CD1c molecule",v15_40,1
912,"CD1d molecule",v14_40,1
912,"CD1d molecule",v15_40,1
912,"CD1d molecule",v16_40,1
912,"CD1d molecule",v31_40,1
913,"CD1e molecule",v15_40,1
914,"CD2 molecule",v12_40,1
914,"CD2 molecule",v14_40,1
914,"CD2 molecule",v15_40,1
915,"CD3d molecule",v12_40,1
915,"CD3d molecule",v14_40,1
915,"CD3d molecule",v15_40,1
916,"CD3e molecule",v12_40,1
916,"CD3e molecule",v15_40,1
916,"CD3e molecule",v16_40,1
917,"CD3g molecule",v12_40,1
917,"CD3g molecule",v14_40,1
917,"CD3g molecule",v15_40,1
919,"CD247 molecule",v12_40,1
919,"CD247 molecule",v14_40,1
919,"CD247 molecule",v15_40,1
919,"CD247 molecule",v32_40,1
920,"CD4 molecule",v12_40,1
920,"CD4 molecule",v15_40,1
920,"CD4 molecule",v31_40,1
921,"CD5 molecule",v15_40,1
922,"CD5 molecule like",v14_40,1
922,"CD5 molecule like",v16_40,1
922,"CD5 molecule like",v31_40,1
923,"CD6 molecule",v12_40,1
923,"CD6 molecule",v14_40,1
923,"CD6 molecule",v15_40,1
924,"CD7 molecule",v12_40,1
924,"CD7 molecule",v14_40,1
924,"CD7 molecule",v15_40,1
925,"CD8a molecule",v14_40,1
925,"CD8a molecule",v15_40,1
926,"CD8b molecule",v14_40,1
926,"CD8b molecule",v15_40,1
930,"CD19 molecule",v12_40,1
930,"CD19 molecule",v14_40,1
931,"membrane spanning 4-domains A1",v12_40,1
931,"membrane spanning 4-domains A1",v14_40,1
931,"membrane spanning 4-domains A1",v15_40,1
